ts	imei	mwra	c.katana	c.android.chrome	c.android.gm	c.dogalize	c.android.youtube	c.updateassist	c.UCMobile.intl	c.raider	c.android.vending	c.UCMobile.x86
2018-05-05 11:12:00	3590433799317661164	1.00000	10.86942	11.93907	12.83086	8.68524	16.06052	32.23506	50.59954	59.29507	89.96349	41.68035
2018-05-05 11:13:00	3590433799317661792	0.00000	12.70614	16.03825	14.03446	6.95089	13.06170	58.62075	45.98322	47.09159	1.59107	90.91434
2018-05-05 11:14:00	863033069630348164	1.00000	12.73815	12.52428	12.34166	10.54015	12.07658	17.05677	53.93472	68.16339	69.69344	35.10257
2018-05-05 11:15:00	863033069630348974	1.00000	11.13477	8.02917	10.83393	9.89934	11.83867	61.08566	40.64040	66.45157	80.77314	59.55210
2018-05-05 11:16:00	8630330696303482030	1.00000	11.27203	10.09452	11.33781	9.40911	13.61030	51.93328	46.07754	40.73347	31.05004	97.92427
2018-05-05 11:17:00	3590433799317661990	1.00000	10.09910	10.47206	4.33857	14.01326	6.44270	50.83772	34.52260	66.67014	15.73877	57.38222
2018-05-05 11:18:00	863033069630348719	0.00000	6.83522	9.25424	15.25557	8.37419	13.76418	49.10340	47.75739	38.29010	36.29014	1.58119
2018-05-05 11:19:00	359043379931766171	1.00000	7.94605	10.67856	12.08342	6.78658	8.98357	69.76625	47.34751	42.43401	87.34790	66.62573
2018-05-05 11:20:00	3590433799317661644	1.00000	15.73471	13.11383	15.51571	8.48392	13.99876	39.38353	28.61920	42.72857	25.50993	35.00537
2018-05-05 11:21:00	3590433799317661958	1.00000	9.84283	10.18016	9.56371	9.22502	12.36868	29.75938	27.57562	49.30217	30.52853	28.68007
2018-05-05 11:22:00	3590433799317662220	1.00000	16.64917	14.18095	15.94993	9.78236	14.42755	39.41091	47.34199	51.86137	3.79771	29.92707
2018-05-05 11:23:00	3590433799317661669	0.00000	10.65649	14.87668	11.95743	9.97641	14.12969	31.46791	35.80250	47.35631	14.92816	67.00853
2018-05-05 11:24:00	3590433799317661354	0.00000	12.02000	11.96498	15.91051	12.44022	12.08052	54.65597	53.59292	48.41428	91.65729	49.27911
2018-05-05 11:25:00	8630330696303481594	1.00000	9.01747	9.22988	10.42297	11.15449	14.69257	27.78363	35.54673	51.19578	87.61665	14.70776
2018-05-05 11:26:00	359043379931766049	0.00000	11.30673	11.06628	5.87683	10.90844	6.45027	38.96189	31.35469	47.21955	50.46422	91.65379
2018-05-05 11:27:00	8630330696303482154	1.00000	10.44262	12.52628	6.98596	8.83820	12.55535	50.33909	60.62577	24.07780	73.07701	46.31951
2018-05-05 11:28:00	863033069630348727	0.00000	9.99367	11.36186	11.39811	11.77410	14.04361	33.38106	49.39993	37.06902	51.64306	77.37543
2018-05-05 11:29:00	359043379931766932	1.00000	9.33869	7.68723	9.37899	10.40020	8.94858	36.81020	52.84437	61.30489	52.97903	12.44450
2018-05-05 11:30:00	3590433799317661321	0.00000	9.78851	9.83450	12.57333	14.30257	11.01158	45.82278	51.49873	47.38431	20.41924	27.59631
2018-05-05 11:31:00	359043379931766239	1.00000	12.22632	13.80728	11.42783	8.46332	15.36482	36.08459	30.47809	33.70860	16.69352	98.58144
2018-05-05 11:32:00	3590433799317661651	0.00000	10.49944	10.52024	15.26883	15.22113	14.13117	71.15390	54.20851	60.13776	38.17352	51.31856
2018-05-05 11:33:00	3590433799317661099	1.00000	15.62238	13.87221	14.81848	12.37738	16.56088	46.24845	41.85598	45.51374	71.53884	78.84761
2018-05-05 11:34:00	8630330696303482303	1.00000	10.82916	11.29582	12.66003	10.16379	16.04734	39.11921	41.94816	47.42388	22.63846	36.24631
2018-05-05 11:35:00	8630330696303481677	1.00000	9.94515	9.44545	10.37234	9.26377	8.28204	64.31368	57.80586	56.40294	83.78603	26.35379
2018-05-05 11:36:00	8630330696303481107	0.00000	9.92425	10.06692	14.10922	10.36739	12.26148	46.86748	59.41220	29.00885	41.56013	79.22819
2018-05-05 11:37:00	8630330696303482246	1.00000	10.92593	13.37459	11.38998	12.73936	14.28355	45.90547	25.35828	58.10131	15.39816	70.55400
2018-05-05 11:38:00	3590433799317661768	1.00000	13.60297	10.04149	11.16677	9.82067	11.88075	52.01888	58.25731	37.77692	25.68333	94.70739
2018-05-05 11:39:00	359043379931766783	1.00000	9.00802	8.36690	10.79014	8.95419	9.61045	33.15071	34.08086	79.62840	10.88330	0.05484
2018-05-05 11:40:00	8630330696303481313	0.00000	8.12728	12.98316	14.18755	10.82737	16.62709	30.83719	54.02699	49.92568	11.77478	3.21263
2018-05-05 11:41:00	3590433799317661768	0.00000	8.65006	8.86136	11.97298	14.01145	10.81015	37.24161	52.68742	56.91224	21.80183	73.92404
2018-05-05 11:42:00	8630330696303482030	1.00000	14.50741	12.17775	6.43694	9.24833	8.53680	57.81098	38.59448	44.40927	17.65664	62.75667
2018-05-05 11:43:00	3590433799317662105	0.00000	16.61516	11.98129	16.45736	10.98257	14.16848	29.07382	15.84757	62.78363	73.20034	92.09986
2018-05-05 11:44:00	8630330696303481933	1.00000	11.00255	11.60325	7.16015	11.36994	8.57798	44.78743	26.91137	70.78744	3.59726	51.71096
2018-05-05 11:45:00	863033069630348800	1.00000	11.64352	12.39722	11.50670	10.76980	15.09135	37.21686	55.77347	60.19435	7.58415	36.31599
2018-05-05 11:46:00	863033069630348065	1.00000	14.71992	14.01692	14.46679	10.37614	15.28242	54.88030	54.02226	66.58888	49.93709	40.99008
2018-05-05 11:47:00	3590433799317662352	0.00000	12.58793	7.01797	14.75039	11.45211	11.18144	67.26950	46.56941	51.80288	17.66398	58.04999
2018-05-05 11:48:00	863033069630348586	1.00000	11.73998	7.21258	11.55368	11.49152	10.48924	55.04901	54.20170	47.54182	86.43282	47.20538
2018-05-05 11:49:00	359043379931766684	1.00000	12.07582	11.24790	11.68230	5.64694	13.19169	52.80984	41.26481	70.26954	55.34015	5.91264
2018-05-05 11:50:00	3590433799317661008	0.00000	7.91651	12.40350	12.03144	10.33434	14.19104	67.48495	31.51445	33.85384	10.08359	25.10405
2018-05-05 11:51:00	863033069630348818	1.00000	13.56236	8.48365	9.70248	11.67419	9.19123	46.48684	53.76029	42.78013	28.62753	9.27912
2018-05-05 11:52:00	8630330696303482139	0.00000	10.10183	9.24655	11.15518	7.30461	8.93046	41.69622	41.08435	73.14095	25.47287	91.63082
2018-05-05 11:53:00	3590433799317662048	0.00000	7.72830	12.78395	13.00132	8.63444	12.15058	52.62471	46.23056	37.65294	83.97452	81.88148
2018-05-05 11:54:00	3590433799317661081	1.00000	8.18269	8.79457	11.00714	7.74773	8.09100	33.96900	25.91870	59.27667	52.75116	87.52700
2018-05-05 11:55:00	3590433799317661768	1.00000	11.24450	9.71907	7.81206	10.23143	10.72814	64.49388	46.10320	53.49636	49.44559	19.12574
2018-05-05 11:56:00	3590433799317662204	0.00000	12.79891	9.26165	16.70834	15.59167	10.39143	62.32409	44.55415	42.31066	95.70689	55.88594
2018-05-05 11:57:00	863033069630348222	0.00000	8.26166	10.30648	13.63542	11.36602	12.32172	34.57684	26.04702	46.68528	76.50683	48.25411
2018-05-05 11:58:00	359043379931766791	0.00000	10.26106	13.42704	11.72053	15.76409	14.52953	58.11869	44.02787	52.11367	19.21062	31.17549
2018-05-05 11:59:00	863033069630348099	1.00000	13.64608	16.73755	17.34515	9.53152	13.34382	57.31099	60.55418	59.26043	3.76899	3.20099
2018-05-05 12:00:00	359043379931766965	0.00000	9.94124	11.20129	14.16874	14.31748	17.96512	38.31884	59.91530	57.29386	73.27636	58.03002
2018-05-05 12:01:00	359043379931766072	1.00000	15.09936	14.45050	15.08146	8.11608	10.42581	31.86600	48.99093	58.73369	49.96378	64.19837
2018-05-05 12:02:00	8630330696303482212	0.00000	6.66448	11.55195	10.56027	9.08240	10.34307	64.97786	45.07376	58.73727	16.45244	56.24173
2018-05-05 12:03:00	8630330696303481693	0.00000	9.23631	10.27074	16.02837	15.10884	14.40102	60.48867	76.67452	53.27423	87.87593	91.35305
2018-05-05 12:04:00	359043379931766544	0.00000	11.58931	7.16820	12.53916	13.26946	11.86349	52.59968	59.74851	46.87367	34.50060	67.02038
2018-05-05 12:05:00	3590433799317661172	1.00000	13.77539	13.47250	14.99838	12.46676	14.72610	18.37950	46.40771	66.48253	8.27423	21.27563
2018-05-05 12:06:00	863033069630348255	1.00000	13.39309	12.19706	13.47229	11.37107	15.23667	46.88286	39.30655	17.16458	56.97253	87.41481
2018-05-05 12:07:00	3590433799317661677	1.00000	6.16089	8.40844	14.46873	7.21054	8.25527	43.06001	34.87460	48.27370	74.28673	37.40242
2018-05-05 12:08:00	8630330696303481503	0.00000	3.57174	8.94260	11.55347	9.34756	11.55326	39.48611	60.80624	50.61132	1.36224	14.18332
2018-05-05 12:09:00	8630330696303482246	1.00000	12.07233	10.80183	11.64749	10.72989	11.52944	41.99543	31.62692	42.72287	24.24514	10.71437
2018-05-05 12:10:00	863033069630348677	1.00000	9.22824	12.13866	7.98662	11.94703	11.22933	33.67120	84.50657	60.90473	20.50786	63.23850
2018-05-05 12:11:00	3590433799317662402	1.00000	9.03127	9.94754	7.71185	12.04016	8.48262	28.23734	72.95938	51.85234	96.80877	30.66657
2018-05-05 12:12:00	3590433799317661669	1.00000	4.04526	7.45362	12.31991	8.59074	8.30043	55.43425	42.45683	56.46429	62.54319	54.28807
2018-05-05 12:13:00	3590433799317661800	0.00000	6.94782	12.99916	14.41968	9.09293	13.34021	39.22951	60.01323	73.64563	51.20916	13.42152
2018-05-05 12:14:00	359043379931766171	1.00000	13.36517	14.90055	13.44852	8.24190	13.97928	48.51047	54.02957	50.48955	83.64698	70.01843
2018-05-05 12:15:00	8630330696303481487	0.00000	11.18349	10.97364	7.62029	11.81018	8.71517	54.72028	34.03585	56.60353	34.12557	58.73558
2018-05-05 12:16:00	3590433799317662352	1.00000	13.23749	11.81436	15.20102	11.42410	15.37689	37.37447	37.23219	31.89771	69.10675	5.55560
2018-05-05 12:17:00	3590433799317662394	0.00000	9.98671	12.61653	13.66532	8.99666	11.30983	47.10338	53.60821	61.74184	81.41913	36.82791
2018-05-05 12:18:00	863033069630348875	1.00000	14.63129	15.02926	12.59850	9.86421	12.48872	15.95624	60.65156	40.41681	19.94936	54.64926
2018-05-05 12:19:00	8630330696303481008	0.00000	10.85315	9.43163	8.36827	17.92019	17.48829	32.87346	54.41440	67.36459	97.66694	25.53329
2018-05-05 12:20:00	3590433799317661933	0.00000	14.41266	14.79367	12.46099	10.15699	14.51470	38.62356	39.02540	64.85347	11.66831	83.43531
2018-05-05 12:21:00	359043379931766288	1.00000	9.78721	9.24063	12.05815	8.46606	10.96192	26.87061	50.24034	47.10664	66.87583	12.80838
2018-05-05 12:22:00	8630330696303481800	1.00000	9.96921	9.46522	13.03265	9.47814	12.03749	47.02414	58.22766	44.92104	42.83041	33.82729
2018-05-05 12:23:00	8630330696303481263	0.00000	10.32519	9.26129	13.79737	13.31731	14.07867	54.52733	48.09506	33.70883	12.24654	92.83117
2018-05-05 12:24:00	8630330696303481149	1.00000	7.82582	9.27002	8.36779	10.57347	11.48829	43.29036	48.96137	52.90625	85.03420	37.88502
2018-05-05 12:25:00	863033069630348370	1.00000	10.85163	11.37680	7.20959	10.80466	9.97191	51.91319	27.64434	31.28078	76.30525	65.52625
2018-05-05 12:26:00	863033069630348511	1.00000	5.19668	6.79474	8.90211	13.77368	7.56512	40.18043	59.83397	56.97237	2.49752	16.52391
2018-05-05 12:27:00	863033069630348008	1.00000	13.31142	14.39271	14.59844	11.82271	15.31792	23.64858	76.67077	52.86179	22.96392	37.22146
2018-05-05 12:28:00	3590433799317661016	1.00000	9.59938	8.42575	9.15986	10.97038	9.43495	26.54503	39.81378	41.43452	31.67745	37.70254
2018-05-05 12:29:00	8630330696303481487	1.00000	11.63855	15.33092	12.90569	10.09361	11.59263	53.46923	43.63134	55.94963	49.80903	30.38832
2018-05-05 12:30:00	3590433799317661636	0.00000	8.32694	13.48082	9.57043	9.60955	12.54628	56.21286	47.62291	57.99423	87.13172	26.72846
2018-05-05 12:31:00	3590433799317661743	1.00000	9.53985	10.45809	13.42497	14.41093	15.25947	31.29624	30.79245	27.81710	46.99324	47.78203
2018-05-05 12:32:00	8630330696303481552	0.00000	11.77836	14.10121	11.83496	8.64340	14.30219	31.89080	33.62844	67.68775	6.50297	28.90083
2018-05-05 12:33:00	3590433799317662147	0.00000	6.31130	9.76507	13.72319	11.32342	15.23237	34.94593	59.33427	61.75499	41.55823	47.35993
2018-05-05 12:34:00	863033069630348115	1.00000	12.10719	16.18791	13.20453	8.84414	13.51517	44.41455	59.41901	54.27223	92.81025	97.71727
2018-05-05 12:35:00	3590433799317662105	1.00000	8.85081	13.17670	8.51730	7.97435	10.46616	35.38106	54.03741	45.15623	79.90149	59.94320
2018-05-05 12:36:00	359043379931766627	1.00000	12.50748	12.83111	13.82207	12.05767	15.61777	52.17748	33.91691	38.21277	44.90263	4.55540
2018-05-05 12:37:00	359043379931766338	1.00000	8.25925	8.25044	10.11677	9.62664	7.27319	50.60750	64.72945	70.63110	31.47434	27.08983
2018-05-05 12:38:00	359043379931766999	1.00000	11.25383	10.07139	8.27980	10.16087	7.67266	35.76843	60.10596	44.46200	28.70910	2.79558
2018-05-05 12:39:00	3590433799317662402	0.00000	7.47441	11.47904	13.91256	8.04111	16.10935	21.79134	54.74069	38.80900	12.74338	66.15282
2018-05-05 12:40:00	3590433799317661065	1.00000	6.56832	11.08953	9.62166	8.35798	8.56080	41.88123	40.23010	61.05031	32.15396	71.34254
2018-05-05 12:41:00	8630330696303481859	0.00000	6.62434	9.92378	12.21460	12.61293	14.92407	70.87463	49.33550	12.58429	76.50581	16.71517
2018-05-05 12:42:00	3590433799317662048	1.00000	12.55892	8.86135	12.43765	7.77313	10.49446	50.31890	50.72322	24.81357	77.70341	5.38973
2018-05-05 12:43:00	359043379931766106	1.00000	14.81486	11.25864	14.88770	7.73960	12.66134	46.40828	67.25225	54.16677	63.65940	68.41352
2018-05-05 12:44:00	359043379931766668	1.00000	8.47834	11.80722	9.49601	8.32469	9.44306	31.55876	36.16657	82.03338	50.02882	39.91243
2018-05-05 12:45:00	3590433799317661131	0.00000	9.54008	13.47981	12.72066	8.20656	14.93714	44.13784	53.37717	44.74050	28.37324	96.96387
2018-05-05 12:46:00	8630330696303482469	1.00000	14.88802	17.95341	14.04762	10.67041	16.08327	69.12732	52.64378	36.79338	53.33188	85.10862
2018-05-05 12:47:00	8630330696303481933	1.00000	12.34596	15.95037	12.88072	7.58396	13.64898	25.33166	35.83103	30.00992	43.03235	80.81671
2018-05-05 12:48:00	863033069630348313	1.00000	8.53867	6.80128	13.70271	8.47073	9.25250	34.21122	37.33446	35.49801	50.81145	58.20653
2018-05-05 12:49:00	8630330696303481149	1.00000	8.13020	9.06779	12.19776	9.58194	10.33243	36.88490	29.90338	48.61909	3.16863	58.88151
2018-05-05 12:50:00	3590433799317661388	1.00000	13.30019	12.25415	13.27468	7.06788	15.51119	37.99664	34.79784	66.78219	65.05889	72.09151
2018-05-05 12:51:00	8630330696303481875	1.00000	9.58842	11.66900	10.92163	7.89965	11.37299	55.66784	33.22468	77.64365	26.17148	54.95138
2018-05-05 12:52:00	359043379931766353	0.00000	8.46728	13.41079	11.08708	6.18605	9.60942	52.78819	56.42743	58.19174	50.86418	33.75441
2018-05-05 12:53:00	3590433799317661867	1.00000	8.84910	10.42921	9.37210	6.28582	10.45578	50.37695	54.75220	43.43089	23.05626	51.15771
2018-05-05 12:54:00	3590433799317661180	1.00000	12.02641	9.33031	13.87187	6.76044	13.70477	62.39859	39.87952	37.10948	25.22086	7.67754
2018-05-05 12:55:00	8630330696303481396	1.00000	8.40205	10.90235	10.46310	12.94275	9.08207	44.27909	63.51344	31.13803	99.54566	84.42147
2018-05-05 12:56:00	359043379931766544	1.00000	6.44476	10.22039	8.65464	10.02492	8.49277	47.59636	58.72952	39.16053	38.81607	68.88051
2018-05-05 12:57:00	8630330696303481867	0.00000	13.14557	16.25066	14.66385	10.51008	15.34195	44.90135	46.91935	22.04773	56.04758	71.95006
2018-05-05 12:58:00	3590433799317661594	1.00000	8.69974	10.86673	8.89162	10.67114	9.16133	46.59256	59.59926	33.52569	19.58130	51.99679
2018-05-05 12:59:00	3590433799317662196	0.00000	9.76817	9.68208	11.49004	17.94322	16.94909	49.49900	50.36605	52.65094	66.55954	27.70086
2018-05-05 13:00:00	8630330696303481990	1.00000	12.38566	15.92335	13.00190	11.76263	15.14208	58.45731	35.19553	42.85542	6.22856	63.92793
2018-05-05 13:01:00	863033069630348271	1.00000	10.07449	10.70248	11.03031	8.79028	9.54573	49.91408	58.39167	33.88764	74.21892	11.10443
