latitude	longitude	store_name	code	location	imei
33.54428	-84.23381	Stockbridge	US	America/New_York	863033069630348784
60.2052	24.6522	Espoo	FI	Europe/Helsinki	3590433799317662188
37.31309	40.74357	Mardin	TR	Europe/Istanbul	863033069630348305
-34.28853	146.05093	Griffith	AU	Australia/Sydney	8630330696303481479
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303481669
41.24255	-82.61573	Norwalk	US	America/New_York	8630330696303481727
68.79833	16.54165	Harstad	NO	Europe/Oslo	359043379931766130
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan	3590433799317661420
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	359043379931766361
4.73245	-74.26419	Madrid	CO	America/Bogota	863033069630348164
38.13708	41.00817	Silvan	TR	Europe/Istanbul	863033069630348768
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	8630330696303481610
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	863033069630348966
47.30997	8.52462	Adliswil	CH	Europe/Zurich	3590433799317661701
16.68911	98.50893	Myawadi	MM	Asia/Yangon	359043379931766783
26.18924	-98.15529	San Juan	US	America/Chicago	359043379931766577
-8.66667	-35.71667	Catende	BR	America/Recife	8630330696303481206
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	863033069630348529
12.25282	79.41727	Gingee	IN	Asia/Kolkata	8630330696303481818
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	863033069630348230
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	8630330696303481115
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	3590433799317661123
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	359043379931766759
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	3590433799317661925
40.72586	8.55552	Sassari	IT	Europe/Rome	863033069630348560
60.02427	30.28491	Kolomyagi	RU	Europe/Moscow	359043379931766106
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	863033069630348826
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	3590433799317661545
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	3590433799317661503
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	8630330696303482428
43.32686	-2.98884	Leioa	ES	Europe/Madrid	359043379931766577
10.13361	124.84472	Maasin	PH	Asia/Manila	863033069630348941
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	8630330696303481453
45.75279	130.57211	Boli	CN	Asia/Shanghai	8630330696303482261
50.50301	13.63617	Most	CZ	Europe/Prague	863033069630348743
39.33427	-76.43941	Middle River	US	America/New_York	359043379931766841
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	3590433799317661685
40.57788	-73.95958	Brighton Beach	US	America/New_York	8630330696303481594
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	3590433799317661354
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	863033069630348396
41.85059	-87.882	Westchester	US	America/Chicago	8630330696303481842
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	863033069630348248
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	359043379931766981
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	863033069630348842
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	863033069630348263
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303481974
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	8630330696303481925
50.56149	4.69889	Gembloux	BE	Europe/Brussels	863033069630348503
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	863033069630348537
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	8630330696303481933
31.76212	-95.63079	Palestine	US	America/Chicago	863033069630348081
9.6531	124.3697	Jagna	PH	Asia/Manila	8630330696303481115
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	3590433799317661172
37.65639	126.835	Goyang-si	KR	Asia/Seoul	8630330696303482063
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	8630330696303481248
39.09112	-94.41551	Independence	US	America/Chicago	3590433799317661503
37.49073	-2.77259	Baza	ES	Europe/Madrid	8630330696303481727
43.1122	12.38878	Perugia	IT	Europe/Rome	8630330696303482238
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	8630330696303482204
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	8630330696303481016
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	8630330696303481636
43.32393	5.4584	Les Olives	FR	Europe/Paris	8630330696303482345
15.5439	73.7553	Calangute	IN	Asia/Kolkata	8630330696303481842
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	3590433799317661867
41.55815	-73.0515	Waterbury	US	America/New_York	3590433799317661636
52.68333	0.93333	East Dereham	GB	Europe/London	359043379931766478
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	863033069630348826
47.38093	-122.23484	Kent	US	America/Los_Angeles	3590433799317662485
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	8630330696303481651
35.25064	-91.73625	Searcy	US	America/Chicago	8630330696303481131
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	359043379931766619
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	8630330696303481164
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	3590433799317661982
29.38242	70.91106	Alipur	PK	Asia/Karachi	8630330696303481032
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	8630330696303481610
46.65581	32.6178	Kherson	UA	Europe/Kyiv	863033069630348222
54.58048	16.86194	Ustka	PL	Europe/Warsaw	359043379931766742
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	8630330696303482170
-15.675	-38.94722	Canavieiras	BR	America/Bahia	359043379931766338
36.65	138.31667	Suzaka	JP	Asia/Tokyo	8630330696303481966
8.62261	-70.20749	Barinas	VE	America/Caracas	359043379931766619
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317661545
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	863033069630348529
32.52515	-93.75018	Shreveport	US	America/Chicago	3590433799317661545
38.47917	-1.325	Jumilla	ES	Europe/Madrid	359043379931766080
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	863033069630348073
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	8630330696303482113
40.93121	-73.89875	Yonkers	US	America/New_York	8630330696303481099
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	8630330696303482006
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	3590433799317662410
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317662204
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	359043379931766171
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	863033069630348123
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	3590433799317661222
53.38333	-0.76667	Gainsborough	GB	Europe/London	863033069630348230
35.88264	-80.08199	Thomasville	US	America/New_York	359043379931766866
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	3590433799317661743
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	863033069630348008
34.61667	135.6	Yao	JP	Asia/Tokyo	359043379931766395
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	359043379931766676
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	863033069630348008
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	3590433799317661511
43.83125	5.03586	Cavaillon	FR	Europe/Paris	3590433799317661420
-21.42917	-45.94722	Alfenas	BR	America/Sao_Paulo	8630330696303482238
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	863033069630348461
-10.91722	-37.65	Lagarto	BR	America/Maceio	863033069630348917
28.92694	78.23456	Bachhraon	IN	Asia/Kolkata	3590433799317662014
11.86064	9.0027	Gaya	NG	Africa/Lagos	359043379931766668
11.8659	34.3869	Ar Ruseris	SD	Africa/Khartoum	8630330696303481297
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	3590433799317661396
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	863033069630348560
-13.7804	34.4587	Salima	MW	Africa/Blantyre	3590433799317662154
40.94065	-73.99681	Dumont	US	America/New_York	3590433799317662360
37.60876	-77.37331	Mechanicsville	US	America/New_York	359043379931766973
26.18924	-98.15529	San Juan	US	America/Chicago	863033069630348511
-8.99167	125.21972	Maliana	TL	Asia/Dili	8630330696303481800
52.41667	0.75	Thetford	GB	Europe/London	3590433799317661594
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	359043379931766122
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	8630330696303481792
51.64316	-0.36053	Bushey	GB	Europe/London	8630330696303481032
34.65918	109.22921	Yanliang	CN	Asia/Shanghai	863033069630348198
14.8361	120.97844	Guyong	PH	Asia/Manila	3590433799317662006
-11.48472	-37.93278	Rio Real	BR	America/Bahia	8630330696303482303
5.20856	-74.73584	Honda	CO	America/Bogota	863033069630348156
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	8630330696303481388
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	3590433799317662212
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	359043379931766379
32.35126	-95.30106	Tyler	US	America/Chicago	8630330696303482378
50.26729	-119.27337	Vernon	CA	America/Vancouver	8630330696303481263
7.6	4.18333	Olupona	NG	Africa/Lagos	3590433799317662006
40.5576	-74.28459	Woodbridge	US	America/New_York	3590433799317661081
34.86472	117.55417	Zaozhuang	CN	Asia/Shanghai	863033069630348503
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	8630330696303481180
41.91886	8.73812	Ajaccio	FR	Europe/Paris	8630330696303482329
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	8630330696303482295
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	3590433799317661875
41.72063	12.6723	Ariccia	IT	Europe/Rome	8630330696303481008
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	359043379931766668
8.88988	-79.62603	Veracruz	PA	America/Panama	8630330696303481040
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	3590433799317662022
16.0438	120.4861	Manaoag	PH	Asia/Manila	863033069630348131
36.92574	14.72443	Ragusa	IT	Europe/Rome	359043379931766783
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	359043379931766494
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	8630330696303481842
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	8630330696303481677
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	3590433799317661008
52.4581	13.28702	Dahlem	DE	Europe/Berlin	359043379931766882
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317661123
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	3590433799317661842
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	8630330696303481982
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	863033069630348974
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	359043379931766791
13.73417	-89.71472	Sonzacate	SV	America/El_Salvador	8630330696303482345
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	359043379931766833
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303482485
68.79833	16.54165	Harstad	NO	Europe/Oslo	863033069630348222
23.15678	-81.24441	Varadero	CU	America/Havana	359043379931766270
13.48082	-86.58208	Somoto	NI	America/Managua	863033069630348974
14.53767	46.83187	Ataq	YE	Asia/Aden	863033069630348933
40.81	-73.9625	Morningside Heights	US	America/New_York	8630330696303481925
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303481909
30.16688	-96.39774	Brenham	US	America/Chicago	8630330696303482253
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	3590433799317661057
52.09	5.23333	Zeist	NL	Europe/Amsterdam	3590433799317662485
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	3590433799317661669
13.48082	-86.58208	Somoto	NI	America/Managua	8630330696303481933
39.08367	-84.50855	Covington	US	America/New_York	8630330696303482006
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	359043379931766395
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	8630330696303481909
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	359043379931766908
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	8630330696303481693
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	8630330696303481826
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	3590433799317662139
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	8630330696303482469
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	863033069630348180
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303481883
35.6803	51.0193	Shahre Jadide Andisheh	IR	Asia/Tehran	359043379931766791
68.79833	16.54165	Harstad	NO	Europe/Oslo	863033069630348420
40.2737	-76.88442	Harrisburg	US	America/New_York	8630330696303481420
13.70727	9.15013	Mirriah	NE	Africa/Niamey	359043379931766742
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	3590433799317662485
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	3590433799317662170
58.1908	40.17171	Danilov	RU	Europe/Moscow	3590433799317662204
49.738430	13.373637	Plzeň	CZ	Europe/Prague	8630330696303482022
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	8630330696303482261
33.98154	-81.23621	Lexington	US	America/New_York	8630330696303482329
41.50343	-74.01042	Newburgh	US	America/New_York	8630330696303481768
40.92298	14.30935	Afragola	IT	Europe/Rome	3590433799317661735
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	359043379931766114
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	8630330696303482345
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	863033069630348610
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	8630330696303481859
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	3590433799317662238
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	3590433799317661776
42.16808	-88.42814	Huntley	US	America/Chicago	3590433799317662204
40.34912	-111.90466	Saratoga Springs	US	America/Denver	863033069630348719
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	8630330696303482337
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	8630330696303481263
34.15429	3.50309	Messaad	DZ	Africa/Algiers	3590433799317661180
6.33444	124.95278	Tupi	PH	Asia/Manila	863033069630348073
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	359043379931766833
39.96097	-75.60804	West Chester	US	America/New_York	3590433799317661826
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303482444
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	8630330696303482071
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	3590433799317662386
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	8630330696303481784
-8.66667	-35.71667	Catende	BR	America/Recife	3590433799317662212
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	8630330696303481818
48.52961	12.16179	Landshut	DE	Europe/Berlin	8630330696303481990
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	359043379931766809
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317661859
33.41012	-91.06177	Greenville	US	America/Chicago	3590433799317662485
55.82885	-4.21376	Rutherglen	GB	Europe/London	3590433799317662105
36.82167	128.63083	Eisen	KR	Asia/Seoul	3590433799317662287
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	3590433799317661743
14.62578	121.12251	Antipolo	PH	Asia/Manila	359043379931766486
41.66394	-83.55521	Toledo	US	America/New_York	3590433799317662295
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	8630330696303482014
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	8630330696303481198
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	359043379931766007
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	8630330696303481370
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	3590433799317662048
59.37722	28.19028	Narva	EE	Europe/Tallinn	3590433799317661776
43.61092	3.87723	Montpellier	FR	Europe/Paris	3590433799317661602
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	8630330696303482394
42.7	27.25	Aytos	BG	Europe/Sofia	3590433799317661875
55.82737	-4.0573	Viewpark	GB	Europe/London	8630330696303481826
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	359043379931766684
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	863033069630348495
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	359043379931766643
44.89784	8.86374	Tortona	IT	Europe/Rome	3590433799317662394
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	8630330696303481032
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	3590433799317662154
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	8630330696303481727
10.61285	12.19458	Biu	NG	Africa/Lagos	3590433799317661362
31.12406	-97.90308	Copperas Cove	US	America/Chicago	8630330696303481156
13.73417	-89.71472	Sonzacate	SV	America/El_Salvador	359043379931766858
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	8630330696303481669
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	3590433799317661156
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303481016
38.07789	13.44275	Villabate	IT	Europe/Rome	359043379931766148
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	3590433799317661453
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	8630330696303481024
43.35071	46.10925	Gudermes	RU	Europe/Moscow	3590433799317661370
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317661487
38.54491	-121.74052	Davis	US	America/Los_Angeles	3590433799317661396
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	359043379931766486
34.77453	-96.67834	Ada	US	America/Chicago	3590433799317661776
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	3590433799317661479
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	3590433799317661180
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	8630330696303481875
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	863033069630348842
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	359043379931766593
25.6439	77.9129	Narwar	IN	Asia/Kolkata	8630330696303482105
38.06084	-97.92977	Hutchinson	US	America/Chicago	3590433799317662436
23.0072	-82.4017	Boyeros	CU	America/Havana	359043379931766551
-21.42917	-45.94722	Alfenas	BR	America/Sao_Paulo	3590433799317661131
50.23805	8.86704	Nidderau	DE	Europe/Berlin	3590433799317662030
50.8	3.16667	Wevelgem	BE	Europe/Brussels	863033069630348206
-8.66667	-35.71667	Catende	BR	America/Recife	3590433799317662485
-8.66667	-35.71667	Catende	BR	America/Recife	863033069630348503
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	3590433799317662253
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	8630330696303482055
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	3590433799317661693
39.59611	27.02444	Edremit	TR	Europe/Istanbul	863033069630348768
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317661990
40.57788	-73.95958	Brighton Beach	US	America/New_York	8630330696303481149
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	863033069630348362
