ts	imei	mwra	p.android.packageinstaller	p.system	p.android.documentsui	p.android.chrome	p.android.settings	p.android.gm	p.android.externalstorage	p.android.defcontainer	p.android.vending	p.inputmethod.latin	p.dogalize	p.process.gapps	p.simulator	p.katana	p.android.gms	p.google	p.olauncher	p.browser.provider	p.notifier	p.gms.persistent
2018-05-05 10:39:00	863033069630348826	1.00000	13.03158	14.52870	12.42603	15.76728	14.20271	11.19696	15.28970	48.50263	0.00280	56.00307	67.07009	88.19375	46.73655	64.18469	57.88424	51.86168	19.48331	26.32012	71.86210	66.96966
2018-05-05 10:40:00	3590433799317662360	0.00000	14.43628	15.34965	10.23778	10.39820	15.95717	13.48561	7.09083	50.14348	0.00038	57.50103	35.26262	3.45469	60.12218	93.20486	64.34582	9.56765	88.15615	90.19256	73.33290	89.66963
2018-05-05 10:41:00	863033069630348891	0.00000	11.26624	11.46609	13.89392	8.34538	12.31275	13.00008	9.74387	68.16353	0.00266	20.12029	86.38648	31.52517	38.07790	40.37128	33.82486	67.79815	84.69537	1.11473	30.01261	93.74996
2018-05-05 10:42:00	359043379931766924	0.00000	6.47083	11.26293	9.60606	15.03215	14.66041	15.20627	10.89173	75.25256	0.02684	40.55524	79.38152	94.12556	83.16660	1.50571	34.85621	28.85491	45.35087	81.18597	97.85152	89.54565
2018-05-05 10:43:00	3590433799317661529	0.00000	13.71538	12.48141	14.87695	13.26348	13.07004	10.87852	13.27221	58.01781	0.00011	55.26098	2.78076	43.28345	98.21605	8.34296	7.97749	93.66200	28.89830	18.48880	63.63127	13.94653
2018-05-05 10:44:00	8630330696303482048	0.00000	9.70023	11.26894	8.15404	13.90478	15.01998	14.58135	9.86833	41.99879	1.21168	38.38239	95.47927	88.02692	27.15564	97.55333	19.63164	68.02663	25.21958	83.22742	96.88866	61.55497
2018-05-05 10:45:00	863033069630348784	1.00000	10.71820	8.41112	8.88703	13.63939	9.87250	13.42433	9.08625	58.41860	0.00723	44.72536	27.86085	11.55824	35.73954	37.89989	25.07863	47.70598	41.45182	69.50771	60.46013	90.94971
2018-05-05 10:46:00	8630330696303481362	0.00000	9.19396	11.62775	13.52253	8.09640	13.73299	9.98379	12.97888	66.53858	0.00101	45.02175	77.12530	67.32164	38.89882	76.99022	90.17758	92.31756	69.59880	2.06520	19.07405	41.60018
2018-05-05 10:47:00	359043379931766338	1.00000	9.22056	9.01289	11.81745	12.98140	14.77423	12.04570	10.01430	48.80181	0.00294	52.97536	20.14397	0.50124	80.62585	29.29391	46.46965	72.93104	79.01128	4.96807	86.61504	43.15430
2018-05-05 10:48:00	359043379931766304	1.00000	9.66627	11.39884	12.91167	13.45352	16.51541	15.19880	12.08132	47.94259	0.23178	57.42219	10.45653	57.42704	42.41993	31.76021	0.19584	57.05965	3.93899	29.73134	80.93517	24.01820
2018-05-05 10:49:00	359043379931766627	1.00000	8.21956	13.95828	11.99768	14.13925	14.18057	11.64877	13.02947	58.12163	0.00028	57.02449	91.51683	96.19234	39.66395	32.53033	51.61192	34.84235	62.29017	7.47727	82.03209	4.68651
2018-05-05 10:50:00	8630330696303482113	0.00000	12.78028	8.02593	13.62592	8.55323	11.18222	7.83867	12.75405	66.31828	0.01428	36.19711	26.63231	94.93800	13.53446	69.40135	64.63290	4.30681	90.21374	54.65161	80.60236	86.90691
2018-05-05 10:51:00	3590433799317662154	1.00000	10.08385	12.33891	9.10971	13.18497	13.68611	13.85601	9.90402	50.33607	0.00193	72.20387	78.71318	48.14886	14.26278	66.68013	63.79205	67.94330	44.56710	48.26544	91.79459	9.38633
2018-05-05 10:52:00	8630330696303481982	1.00000	14.19233	8.07839	14.09325	7.17214	14.70981	6.25484	11.16777	50.76987	0.00052	34.69268	90.71240	47.56536	74.29477	14.34759	97.68243	81.14083	42.34133	71.05450	88.38195	21.75041
2018-05-05 10:53:00	8630330696303481461	1.00000	12.36274	13.77411	7.52205	11.02125	13.37656	14.70716	12.99957	61.40929	0.00090	56.80744	74.22004	13.97285	5.97705	93.22428	87.63383	77.40800	36.39080	70.27972	32.69474	91.24553
2018-05-05 10:54:00	8630330696303482147	0.00000	14.57914	12.29331	15.22795	12.20457	15.99516	13.43470	10.22202	47.07947	0.00136	30.43125	16.55681	5.59375	45.18109	14.24970	59.39278	16.62911	25.44412	69.49516	21.82479	22.72279
2018-05-05 10:55:00	359043379931766882	1.00000	10.41559	12.39233	8.33691	13.94119	14.01827	12.58780	15.45394	67.91142	0.00564	45.72650	48.49505	34.86414	69.72490	77.71206	84.85471	41.78984	65.32799	63.82211	23.75642	13.99889
2018-05-05 10:56:00	8630330696303482428	0.00000	13.77273	5.44328	12.63327	12.22396	11.23841	13.16223	10.40848	41.11032	0.00212	52.83640	72.84619	87.84236	65.53882	55.22494	45.92906	9.68583	91.47233	24.82192	48.15345	74.65230
2018-05-05 10:57:00	8630330696303481008	1.00000	9.71790	9.18417	8.68245	15.29145	12.55376	16.59956	9.90454	82.79136	0.37275	27.52096	41.96981	71.13057	64.90527	4.83940	16.14695	62.93328	63.56897	98.96599	27.48557	42.99890
2018-05-05 10:58:00	8630330696303481412	1.00000	6.90433	10.96083	7.32082	16.06091	13.67080	11.46979	11.63634	39.18676	0.19406	46.48435	96.11272	16.48421	24.73468	34.08158	24.65640	69.07768	81.05398	91.77430	37.64669	68.07043
2018-05-05 10:59:00	8630330696303482295	0.00000	12.50571	8.99859	12.78633	10.89167	13.58098	14.44709	9.16045	60.29712	0.00278	74.63369	77.19874	38.58146	74.62370	77.83218	44.62534	99.30985	89.52970	42.20685	98.77875	55.92258
2018-05-05 11:00:00	863033069630348776	0.00000	12.61375	10.65517	13.84993	10.19529	14.22099	9.09924	11.27583	31.95077	0.00091	44.79410	58.60909	70.03623	92.05936	9.40772	55.55461	99.71489	88.10155	44.97859	77.78566	14.77035
2018-05-05 11:01:00	3590433799317662121	1.00000	11.60743	10.88118	12.44704	14.64087	15.74301	17.19313	10.13597	47.01261	0.59207	54.64680	28.35115	13.07411	42.17934	73.43068	16.58629	24.59406	65.91194	91.67158	20.79527	52.01683
2018-05-05 11:02:00	359043379931766452	0.00000	10.28359	9.81205	15.53212	10.67940	11.36439	9.75795	12.67532	52.41587	0.00016	62.95860	73.29021	60.40598	98.77052	66.97375	69.00835	78.42154	81.36252	18.68244	40.78391	85.31968
2018-05-05 11:03:00	8630330696303481842	1.00000	7.71039	13.85240	12.97222	12.83778	12.90343	11.69777	16.75680	50.53488	0.00016	55.35614	35.92628	0.69090	43.34773	94.72997	7.95695	23.54896	88.35426	70.53400	54.11894	27.50829
2018-05-05 11:04:00	8630330696303482154	1.00000	10.72051	15.39789	10.30434	14.93359	14.53001	11.07321	12.20934	54.19257	0.00018	62.60656	89.96643	4.34119	47.93157	63.79585	57.24588	54.75872	27.30301	34.20071	69.77013	2.97478
2018-05-05 11:05:00	863033069630348867	1.00000	7.85287	12.05818	9.11626	14.07166	13.41079	13.18604	10.74835	79.30485	0.32999	29.50270	26.04443	86.26833	62.44382	16.81800	50.82478	67.22600	62.92627	38.88687	3.44831	4.90085
2018-05-05 11:06:00	3590433799317661016	0.00000	9.81572	9.25411	14.72262	12.45910	13.61724	11.30271	12.07642	50.98851	0.00014	40.02253	69.32345	91.90117	69.44086	65.81441	77.58083	75.28564	68.87231	12.11380	84.20335	56.28200
2018-05-05 11:07:00	359043379931766601	1.00000	10.42986	9.60524	12.35354	12.29978	17.14551	11.27461	9.34111	27.69077	0.04167	64.96985	47.16652	32.41697	53.17050	37.78673	39.90704	70.21917	82.39602	89.13177	44.39483	92.43923
2018-05-05 11:08:00	3590433799317661834	1.00000	11.15862	13.02453	8.58669	11.41578	13.46823	16.52931	13.22149	53.54050	0.00704	47.43913	39.60665	77.81045	30.67281	91.33516	4.16332	82.53978	0.56917	11.96174	18.22394	82.43147
2018-05-05 11:09:00	359043379931766064	1.00000	7.16350	10.70666	11.50735	12.67438	13.33608	14.67344	13.95883	43.06076	0.00013	62.23455	13.61485	17.57594	62.54870	88.87764	68.06251	29.81339	75.24968	16.16869	0.63052	95.94584
2018-05-05 11:10:00	8630330696303481966	0.00000	18.85273	16.14457	12.33185	5.80519	15.96387	9.24108	7.48113	38.70902	0.00117	58.40576	19.87495	42.12389	85.06764	74.91282	97.73169	4.71244	91.38517	71.67175	31.15912	50.77479
2018-05-05 11:11:00	3590433799317662311	1.00000	9.91816	12.61242	7.15785	12.68945	15.93186	10.14245	10.03390	43.58144	10.67593	62.75846	83.84415	64.16461	39.41068	77.81683	80.11098	59.03743	75.97932	89.07283	69.66334	63.96106
2018-05-05 11:12:00	3590433799317661164	1.00000	9.26256	8.90414	11.66239	17.37796	13.72621	13.80897	7.80065	37.00499	0.00385	67.96439	9.33205	61.95492	29.58792	29.89128	54.41755	35.97265	32.62840	15.16380	7.19519	56.19734
2018-05-05 11:13:00	3590433799317661792	0.00000	15.34780	9.93016	11.76255	13.55201	14.03154	7.96722	17.67426	59.31690	0.02394	69.49566	77.14064	62.55320	38.88593	0.81277	25.53139	32.41406	4.74226	16.52666	21.55241	27.59212
2018-05-05 11:14:00	863033069630348164	1.00000	9.54545	12.75106	12.83917	13.92962	13.79652	17.29822	10.24438	71.67625	0.02478	70.76753	24.05228	76.72306	75.15820	70.31756	44.04376	52.69366	28.21236	22.53877	76.66021	67.87783
2018-05-05 11:15:00	863033069630348974	1.00000	13.68879	12.79312	9.39371	14.69759	12.58261	13.66353	13.74152	65.36332	0.00506	61.78920	57.60588	56.97040	27.41144	93.87728	86.71662	78.13736	54.99272	72.35344	80.78156	15.38126
2018-05-05 11:16:00	8630330696303482030	1.00000	13.13630	10.55452	9.24949	14.23525	16.40096	12.51225	15.06018	58.67876	0.00581	48.07991	15.23111	29.93568	75.35482	27.89183	63.74925	19.27024	18.42748	9.06886	73.48790	43.60172
2018-05-05 11:17:00	3590433799317661990	1.00000	7.81846	14.03859	9.92139	11.93132	11.71526	14.90278	14.70578	30.82286	0.00187	63.59143	12.18017	52.73821	6.20054	25.89908	15.96420	40.73138	11.09333	17.96072	48.76996	33.40804
2018-05-05 11:18:00	863033069630348719	0.00000	14.44683	15.13109	12.30369	10.48114	18.92450	12.47630	7.39086	50.75417	0.00016	30.02760	15.27922	54.35780	62.36989	78.68925	92.76440	17.63966	56.48572	23.47961	49.23960	33.12532
2018-05-05 11:19:00	359043379931766171	1.00000	9.05331	16.32351	11.38710	14.18796	12.27854	11.94274	14.24848	46.64741	0.00034	19.60136	42.76506	32.04677	19.01024	8.03756	64.63874	28.88717	86.84838	3.57267	21.63662	13.39880
2018-05-05 11:20:00	3590433799317661644	1.00000	11.77025	10.19302	8.79062	13.69169	12.93573	16.95416	9.45326	63.28743	0.49324	45.67275	15.83340	89.01420	88.87873	72.01212	49.34966	49.34499	66.54908	19.13981	86.06091	88.80979
2018-05-05 11:21:00	3590433799317661958	1.00000	10.92422	12.16605	9.29316	12.41456	15.67003	13.64766	14.46400	61.47485	0.00148	59.03971	27.84135	16.20857	16.37271	40.71463	21.16349	28.89774	66.39581	28.85090	76.22343	13.04768
2018-05-05 11:22:00	3590433799317662220	1.00000	9.43217	9.57355	7.86535	14.76838	13.44839	14.09108	9.58001	78.36605	1.23086	37.13912	65.12985	7.44995	72.90006	77.55729	68.56841	79.90767	60.90406	22.04462	9.54023	89.93896
2018-05-05 11:23:00	3590433799317661669	0.00000	14.51315	8.44354	14.33290	10.96514	10.13522	6.89209	15.69142	28.98831	0.00313	58.79974	28.59262	8.35023	99.79885	82.02167	32.46985	21.53552	91.25730	90.79447	71.27580	22.95380
2018-05-05 11:24:00	3590433799317661354	0.00000	15.23303	9.59099	12.24446	10.15082	12.81705	14.78118	7.07374	51.61016	0.01217	26.04230	4.64704	81.59994	18.86251	82.73135	42.00105	63.42168	98.21447	53.07513	0.58139	52.12302
2018-05-05 11:25:00	8630330696303481594	1.00000	10.81917	8.92383	10.90970	11.60675	9.54802	12.60831	6.75092	63.59715	0.00065	70.80468	67.74830	16.20966	94.50792	4.50418	49.15137	34.54174	10.58494	51.09725	12.43515	94.22605
2018-05-05 11:26:00	359043379931766049	0.00000	11.05641	13.64225	10.73033	16.87087	15.07187	11.97507	14.35473	58.18634	0.00594	37.60598	67.97557	93.96559	43.78568	72.92831	62.29572	87.30318	48.21445	20.90171	93.83847	62.11067
2018-05-05 11:27:00	8630330696303482154	1.00000	12.02850	12.54384	11.68264	11.45183	13.13203	18.31748	17.15730	50.61702	0.00260	45.16697	64.84922	7.77333	62.09562	74.28407	66.06315	35.55439	86.78774	23.85292	14.32938	56.93096
2018-05-05 11:28:00	863033069630348727	0.00000	11.30615	10.68371	13.07768	7.66166	15.29130	11.83970	11.16774	69.11422	0.00168	48.65125	73.19270	39.20859	43.36167	41.53862	65.15824	46.77101	51.68281	73.11226	4.30834	33.11503
2018-05-05 11:29:00	359043379931766932	1.00000	11.08000	12.41714	10.71970	13.91988	16.06765	11.45477	14.40014	65.75488	0.00089	43.67945	56.55121	45.55334	27.13597	47.76702	76.67364	85.27362	77.47115	22.24210	65.94448	17.31427
2018-05-05 11:30:00	3590433799317661321	0.00000	10.31867	6.82041	12.50964	10.76427	12.29560	14.98977	11.65370	51.87762	0.00131	55.95913	31.70458	61.36677	84.97797	30.65790	40.55720	89.91655	91.17567	86.74621	66.06793	87.39351
2018-05-05 11:31:00	359043379931766239	1.00000	10.05234	9.00663	12.59877	12.05716	15.33020	12.88722	9.96340	61.66195	0.01485	48.67833	42.63648	87.38502	89.36039	41.57170	26.71392	13.89499	20.97800	34.73198	1.59532	84.14818
2018-05-05 11:32:00	3590433799317661651	0.00000	18.24234	9.85409	13.49464	7.16039	12.61340	12.08445	10.42269	59.63972	0.00271	63.32934	90.82618	62.99138	79.99247	31.70143	66.00144	39.65248	80.01665	84.03941	99.22000	63.42123
2018-05-05 11:33:00	3590433799317661099	1.00000	6.84527	10.01700	5.41882	15.06697	10.66235	12.71445	10.84826	41.21441	0.44089	34.35872	42.67874	76.98101	14.89437	36.36978	35.95929	49.46048	88.91312	45.89856	66.40598	69.25832
2018-05-05 11:34:00	8630330696303482303	1.00000	10.10806	10.67302	10.57097	14.67949	11.55515	13.78848	7.58194	69.92915	0.00370	53.78333	97.52469	95.01733	56.82875	81.39681	15.49079	33.46497	47.35665	9.96695	9.45719	90.77472
2018-05-05 11:35:00	8630330696303481677	1.00000	10.73880	10.54036	10.82875	15.35295	14.49533	14.15031	14.06222	53.72150	0.00158	66.30755	30.23692	87.49334	86.47408	9.47357	4.67775	21.20308	2.93889	33.83438	85.94290	78.62164
2018-05-05 11:36:00	8630330696303481107	0.00000	14.51031	11.38836	13.40430	10.67233	15.01974	12.56721	11.36390	55.70211	0.00155	47.10295	43.90064	24.10964	55.73777	42.60516	7.34635	80.30133	95.87078	44.60049	18.19740	60.73398
2018-05-05 11:37:00	8630330696303482246	1.00000	4.39312	7.24485	7.99299	15.47835	12.38091	7.02901	10.88352	34.06823	0.00409	33.38827	58.42743	26.70389	9.19911	3.61575	95.83756	88.00184	5.90819	21.25920	49.41410	88.23215
2018-05-05 11:38:00	3590433799317661768	1.00000	11.72022	14.00984	9.12742	14.57600	13.07473	14.44679	10.27267	47.19733	0.05855	65.33951	89.57752	26.62538	59.50626	95.57546	11.52702	70.33923	9.74088	51.66399	6.16361	79.52068
2018-05-05 11:39:00	359043379931766783	1.00000	11.11537	14.01965	9.79630	13.45642	13.82628	13.58884	13.19316	62.24725	0.00069	49.57717	0.74000	62.03497	19.35902	81.99274	49.11170	60.03977	32.72758	25.18298	25.08947	12.88323
2018-05-05 11:40:00	8630330696303481313	0.00000	11.84420	11.91170	7.97017	11.28410	14.47283	10.84162	15.72555	53.46325	0.00028	36.79697	53.69695	83.97179	7.49719	45.41468	83.66446	25.63761	31.00810	28.15592	50.38036	62.48477
2018-05-05 11:41:00	3590433799317661768	0.00000	7.88118	8.07977	12.12256	10.86101	12.40672	17.26237	8.43520	45.16774	0.00046	42.55982	74.27362	97.44459	43.00736	20.50580	11.75921	91.41045	65.25011	6.86305	4.89861	18.40010
2018-05-05 11:42:00	8630330696303482030	1.00000	9.76902	13.25631	9.15797	15.61671	15.33850	11.61843	14.81022	39.20579	0.14459	53.27383	57.51798	83.92496	46.58294	48.53472	59.29978	34.54683	97.03141	56.16768	0.23639	82.69690
2018-05-05 11:43:00	3590433799317662105	0.00000	11.93969	13.08235	8.40733	11.55427	13.48240	14.78295	7.37979	58.50973	1.18960	50.47162	2.44622	86.87690	61.56660	99.72772	17.33983	44.33110	95.33859	51.63066	59.67571	92.71131
2018-05-05 11:44:00	8630330696303481933	1.00000	7.91807	13.68812	8.16552	13.62275	12.31177	13.86543	12.21423	66.79706	0.00442	44.34678	2.75442	84.22277	28.88420	53.94182	37.31774	33.59477	79.38915	18.83162	69.66062	25.04204
2018-05-05 11:45:00	863033069630348800	1.00000	9.69784	9.27937	11.12807	13.13225	9.96256	14.37768	9.63139	48.28176	0.00832	63.98511	86.76967	69.52241	80.11497	60.62918	35.37939	23.11057	78.23824	4.47315	91.72607	98.41328
2018-05-05 11:46:00	863033069630348065	1.00000	7.90215	12.91215	10.06742	13.90020	15.50462	13.49544	10.97111	39.45425	0.17880	62.71551	87.62723	75.66986	13.90231	10.51647	36.08753	32.65558	13.72486	74.68378	47.71853	10.51180
2018-05-05 11:47:00	3590433799317662352	0.00000	15.63310	12.43203	19.42021	7.54004	15.87470	10.03318	12.78859	73.41060	0.02132	23.36390	49.23748	70.34751	57.24095	20.98768	2.54356	87.86323	50.46798	5.05628	36.18730	70.26593
